Date,S&P 500 COMPOSITE
5/06/2003,990.14
6/06/2003,987.76
9/06/2003,975.93
10/06/2003,984.84
11/06/2003,997.48
12/06/2003,998.51
13/06/2003,988.61
16/06/2003,1010.74
17/06/2003,1011.66
18/06/2003,1010.09
19/06/2003,994.7
20/06/2003,995.69
23/06/2003,981.64
24/06/2003,983.45
25/06/2003,975.32
26/06/2003,985.82
27/06/2003,976.22
30/06/2003,974.5
1/07/2003,982.32
2/07/2003,993.75
3/07/2003,985.7
4/07/2003,985.7
7/07/2003,1004.42
8/07/2003,1007.84
9/07/2003,1002.21
10/07/2003,988.7
11/07/2003,998.14
14/07/2003,1003.86
15/07/2003,1000.42
16/07/2003,994
17/07/2003,981.73
18/07/2003,993.32
21/07/2003,978.8
22/07/2003,988.11
23/07/2003,988.61
24/07/2003,981.6
25/07/2003,998.68
28/07/2003,996.52
29/07/2003,989.28
30/07/2003,987.49
31/07/2003,990.31
1/08/2003,980.15
4/08/2003,982.82
5/08/2003,965.46
6/08/2003,967.08
7/08/2003,974.12
8/08/2003,977.59
11/08/2003,980.59
12/08/2003,990.35
13/08/2003,984.03
14/08/2003,990.51
15/08/2003,990.67
18/08/2003,999.74
19/08/2003,1002.35
20/08/2003,1000.3
21/08/2003,1003.27
22/08/2003,993.06
25/08/2003,993.71
26/08/2003,996.73
27/08/2003,996.79
28/08/2003,1002.84
29/08/2003,1008.01
1/09/2003,1008.01
2/09/2003,1021.99
3/09/2003,1026.27
4/09/2003,1027.97
5/09/2003,1021.39
8/09/2003,1031.64
9/09/2003,1023.17
10/09/2003,1010.92
11/09/2003,1016.42
12/09/2003,1018.63
15/09/2003,1014.81
16/09/2003,1029.32
17/09/2003,1025.97
18/09/2003,1039.58
19/09/2003,1036.3
22/09/2003,1022.82
23/09/2003,1029.03
24/09/2003,1009.38
25/09/2003,1003.27
26/09/2003,996.85
29/09/2003,1006.58
30/09/2003,995.97
1/10/2003,1018.22
2/10/2003,1020.24
3/10/2003,1029.85
6/10/2003,1034.35
7/10/2003,1039.25
8/10/2003,1033.78
9/10/2003,1038.73
10/10/2003,1038.06
13/10/2003,1045.35
14/10/2003,1049.48
15/10/2003,1046.76
16/10/2003,1050.07
17/10/2003,1039.32
20/10/2003,1044.68
21/10/2003,1046.03
22/10/2003,1030.36
23/10/2003,1033.77
24/10/2003,1028.91
27/10/2003,1031.13
28/10/2003,1046.79
29/10/2003,1048.11
30/10/2003,1046.94
31/10/2003,1050.71
3/11/2003,1059.02
4/11/2003,1053.25
5/11/2003,1051.81
6/11/2003,1058.05
7/11/2003,1053.21
10/11/2003,1047.11
11/11/2003,1046.57
12/11/2003,1058.56
13/11/2003,1058.41
14/11/2003,1050.35
17/11/2003,1043.63
18/11/2003,1034.15
19/11/2003,1042.44
20/11/2003,1033.65
21/11/2003,1035.28
24/11/2003,1052.08
25/11/2003,1053.89
26/11/2003,1058.45
27/11/2003,1058.45
28/11/2003,1058.2
1/12/2003,1070.12
2/12/2003,1066.62
3/12/2003,1064.73
4/12/2003,1069.72
5/12/2003,1061.5
8/12/2003,1069.3
9/12/2003,1060.18
10/12/2003,1059.05
11/12/2003,1071.21
12/12/2003,1074.14
15/12/2003,1068.04
16/12/2003,1075.13
17/12/2003,1076.48
18/12/2003,1089.18
19/12/2003,1088.67
22/12/2003,1092.94
23/12/2003,1096.02
24/12/2003,1094.04
25/12/2003,1094.04
26/12/2003,1095.89
29/12/2003,1109.48
30/12/2003,1109.64
31/12/2003,1111.92
1/01/2004,1111.92
2/01/2004,1108.48
5/01/2004,1122.22
6/01/2004,1123.67
7/01/2004,1126.33
8/01/2004,1131.92
9/01/2004,1121.86
12/01/2004,1127.23
13/01/2004,1121.22
14/01/2004,1130.52
15/01/2004,1132.05
16/01/2004,1139.83
19/01/2004,1139.83
20/01/2004,1138.77
21/01/2004,1147.62
22/01/2004,1143.94
23/01/2004,1141.55
26/01/2004,1155.37
27/01/2004,1144.05
28/01/2004,1128.48
29/01/2004,1134.11
30/01/2004,1131.13
2/02/2004,1135.26
3/02/2004,1136.03
4/02/2004,1126.52
5/02/2004,1128.59
6/02/2004,1142.76
9/02/2004,1139.81
10/02/2004,1145.54
11/02/2004,1157.76
12/02/2004,1152.11
13/02/2004,1145.81
16/02/2004,1145.81
17/02/2004,1156.99
18/02/2004,1151.82
19/02/2004,1147.06
20/02/2004,1144.11
23/02/2004,1140.99
24/02/2004,1139.09
25/02/2004,1143.67
26/02/2004,1144.91
27/02/2004,1144.94
1/03/2004,1155.96
2/03/2004,1149.1
3/03/2004,1151.04
4/03/2004,1154.88
5/03/2004,1156.87
8/03/2004,1147.21
9/03/2004,1140.58
10/03/2004,1123.89
11/03/2004,1106.78
12/03/2004,1120.57
15/03/2004,1104.49
16/03/2004,1110.7
17/03/2004,1123.75
18/03/2004,1122.32
19/03/2004,1109.78
22/03/2004,1095.4
23/03/2004,1093.95
24/03/2004,1091.33
25/03/2004,1109.19
26/03/2004,1108.06
29/03/2004,1122.47
30/03/2004,1127
31/03/2004,1126.21
1/04/2004,1132.17
2/04/2004,1141.81
5/04/2004,1150.57
6/04/2004,1148.16
7/04/2004,1140.53
8/04/2004,1139.32
9/04/2004,1139.32
12/04/2004,1145.2
13/04/2004,1129.44
14/04/2004,1128.17
15/04/2004,1128.84
16/04/2004,1134.61
19/04/2004,1135.82
20/04/2004,1118.15
21/04/2004,1124.09
22/04/2004,1139.93
23/04/2004,1140.6
26/04/2004,1135.53
27/04/2004,1138.11
28/04/2004,1122.41
29/04/2004,1113.89
30/04/2004,1107.3
3/05/2004,1117.49
4/05/2004,1119.55
5/05/2004,1121.53
6/05/2004,1113.99
7/05/2004,1098.7
10/05/2004,1087.12
11/05/2004,1095.45
12/05/2004,1097.28
13/05/2004,1096.44
14/05/2004,1095.7
17/05/2004,1084.1
18/05/2004,1091.49
19/05/2004,1088.68
20/05/2004,1089.19
21/05/2004,1093.56
24/05/2004,1095.41
25/05/2004,1113.05
26/05/2004,1114.94
27/05/2004,1121.28
28/05/2004,1120.68
31/05/2004,1120.68
1/06/2004,1121.2
2/06/2004,1124.99
3/06/2004,1116.64
4/06/2004,1122.5
7/06/2004,1140.42
8/06/2004,1142.18
9/06/2004,1131.33
10/06/2004,1136.47
11/06/2004,1136.47
14/06/2004,1125.29
15/06/2004,1132.01
16/06/2004,1133.56
17/06/2004,1132.05
18/06/2004,1135.02
21/06/2004,1130.3
22/06/2004,1134.41
23/06/2004,1144.06
24/06/2004,1140.65
25/06/2004,1134.43
28/06/2004,1133.35
29/06/2004,1136.2
30/06/2004,1140.84
1/07/2004,1128.94
2/07/2004,1125.38
5/07/2004,1125.38
6/07/2004,1116.21
7/07/2004,1118.33
8/07/2004,1109.11
9/07/2004,1112.81
12/07/2004,1114.35
13/07/2004,1115.14
14/07/2004,1111.47
15/07/2004,1106.69
16/07/2004,1101.39
19/07/2004,1100.9
20/07/2004,1108.67
21/07/2004,1093.88
22/07/2004,1096.84
23/07/2004,1086.2
26/07/2004,1084.07
27/07/2004,1094.83
28/07/2004,1095.42
29/07/2004,1100.43
30/07/2004,1101.72
2/08/2004,1106.62
3/08/2004,1099.69
4/08/2004,1098.63
5/08/2004,1080.7
6/08/2004,1063.97
9/08/2004,1065.22
10/08/2004,1079.04
11/08/2004,1075.79
12/08/2004,1063.23
13/08/2004,1064.8
16/08/2004,1079.34
17/08/2004,1081.71
18/08/2004,1095.17
19/08/2004,1091.23
20/08/2004,1098.35
23/08/2004,1095.68
24/08/2004,1096.19
25/08/2004,1104.96
26/08/2004,1105.09
27/08/2004,1107.77
30/08/2004,1099.15
31/08/2004,1104.24
1/09/2004,1105.91
2/09/2004,1118.31
3/09/2004,1113.63
6/09/2004,1113.63
7/09/2004,1121.3
8/09/2004,1116.27
9/09/2004,1118.38
10/09/2004,1123.92
13/09/2004,1125.82
14/09/2004,1128.33
15/09/2004,1120.37
16/09/2004,1123.5
17/09/2004,1128.55
20/09/2004,1122.2
21/09/2004,1129.3
22/09/2004,1113.56
23/09/2004,1108.36
24/09/2004,1110.11
27/09/2004,1103.52
28/09/2004,1110.06
29/09/2004,1114.8
30/09/2004,1114.58
1/10/2004,1131.5
4/10/2004,1135.17
5/10/2004,1134.48
6/10/2004,1142.05
7/10/2004,1130.65
8/10/2004,1122.14
11/10/2004,1124.39
12/10/2004,1121.84
13/10/2004,1113.65
14/10/2004,1103.29
15/10/2004,1108.2
18/10/2004,1114.02
19/10/2004,1103.23
20/10/2004,1103.66
21/10/2004,1106.49
22/10/2004,1095.74
25/10/2004,1094.81
26/10/2004,1111.09
27/10/2004,1125.4
28/10/2004,1127.44
29/10/2004,1130.2
1/11/2004,1130.51
2/11/2004,1130.54
3/11/2004,1143.2
4/11/2004,1161.67
5/11/2004,1166.17
8/11/2004,1164.89
9/11/2004,1164.08
10/11/2004,1162.91
11/11/2004,1173.48
12/11/2004,1184.17
15/11/2004,1183.81
16/11/2004,1175.43
17/11/2004,1181.94
18/11/2004,1183.55
19/11/2004,1170.34
22/11/2004,1177.24
23/11/2004,1176.94
24/11/2004,1181.76
25/11/2004,1181.76
26/11/2004,1182.65
29/11/2004,1178.57
30/11/2004,1173.82
1/12/2004,1191.37
2/12/2004,1190.33
3/12/2004,1191.17
6/12/2004,1190.25
7/12/2004,1177.07
8/12/2004,1182.81
9/12/2004,1189.24
10/12/2004,1188
13/12/2004,1198.68
14/12/2004,1203.38
15/12/2004,1205.72
16/12/2004,1203.21
17/12/2004,1194.22
20/12/2004,1194.65
21/12/2004,1205.45
22/12/2004,1209.57
23/12/2004,1210.13
24/12/2004,1210.13
27/12/2004,1204.92
28/12/2004,1213.54
29/12/2004,1213.45
30/12/2004,1213.55
31/12/2004,1211.92
3/01/2005,1202.08
4/01/2005,1188.05
5/01/2005,1183.74
6/01/2005,1187.89
7/01/2005,1186.19
10/01/2005,1190.25
11/01/2005,1182.99
12/01/2005,1187.7
13/01/2005,1177.45
14/01/2005,1184.52
17/01/2005,1184.52
18/01/2005,1195.98
19/01/2005,1184.63
20/01/2005,1175.41
21/01/2005,1167.87
24/01/2005,1163.75
25/01/2005,1168.41
26/01/2005,1174.07
27/01/2005,1174.55
28/01/2005,1171.36
31/01/2005,1181.27
1/02/2005,1189.41
2/02/2005,1193.19
3/02/2005,1189.89
4/02/2005,1203.03
7/02/2005,1201.72
8/02/2005,1202.3
9/02/2005,1191.99
10/02/2005,1197.01
11/02/2005,1205.3
14/02/2005,1206.14
15/02/2005,1210.12
16/02/2005,1210.34
17/02/2005,1200.75
18/02/2005,1201.59
21/02/2005,1201.59
22/02/2005,1184.16
23/02/2005,1190.8
24/02/2005,1200.2
25/02/2005,1211.37
28/02/2005,1203.6
1/03/2005,1210.41
2/03/2005,1210.08
3/03/2005,1210.47
4/03/2005,1222.12
7/03/2005,1225.31
8/03/2005,1219.43
9/03/2005,1207.01
10/03/2005,1209.25
11/03/2005,1200.08
14/03/2005,1206.83
15/03/2005,1197.75
16/03/2005,1188.07
17/03/2005,1190.21
18/03/2005,1189.65
21/03/2005,1183.78
22/03/2005,1171.71
23/03/2005,1172.53
24/03/2005,1171.42
25/03/2005,1171.42
28/03/2005,1174.28
29/03/2005,1165.36
30/03/2005,1181.41
31/03/2005,1180.59
1/04/2005,1172.92
4/04/2005,1176.12
5/04/2005,1181.39
6/04/2005,1184.07
7/04/2005,1191.14
8/04/2005,1181.2
11/04/2005,1181.21
12/04/2005,1187.76
13/04/2005,1173.79
14/04/2005,1162.05
15/04/2005,1142.62
18/04/2005,1145.98
19/04/2005,1152.78
20/04/2005,1137.5
21/04/2005,1159.95
22/04/2005,1152.12
25/04/2005,1162.1
26/04/2005,1151.74
27/04/2005,1156.38
28/04/2005,1143.22
29/04/2005,1156.85
2/05/2005,1162.16
3/05/2005,1161.17
4/05/2005,1175.65
5/05/2005,1172.63
6/05/2005,1171.35
9/05/2005,1178.84
10/05/2005,1166.22
11/05/2005,1171.11
12/05/2005,1159.36
13/05/2005,1154.05
16/05/2005,1165.69
17/05/2005,1173.8
18/05/2005,1185.56
19/05/2005,1191.08
20/05/2005,1189.28
23/05/2005,1193.86
24/05/2005,1194.07
25/05/2005,1190.01
26/05/2005,1197.62
27/05/2005,1198.78
30/05/2005,1198.78
31/05/2005,1191.5
1/06/2005,1202.27
2/06/2005,1204.29
3/06/2005,1196.02
6/06/2005,1197.51
7/06/2005,1197.26
8/06/2005,1194.67
9/06/2005,1200.93
10/06/2005,1198.11
13/06/2005,1200.82
14/06/2005,1203.91
15/06/2005,1206.58
16/06/2005,1210.96
17/06/2005,1216.96
20/06/2005,1216.1
21/06/2005,1213.61
22/06/2005,1213.88
23/06/2005,1200.73
24/06/2005,1191.57
27/06/2005,1190.69
28/06/2005,1201.57
29/06/2005,1199.85
30/06/2005,1191.33
1/07/2005,1194.44
4/07/2005,1194.44
5/07/2005,1204.99
6/07/2005,1194.94
7/07/2005,1197.87
8/07/2005,1211.86
11/07/2005,1219.44
12/07/2005,1222.21
13/07/2005,1223.29
14/07/2005,1226.5
15/07/2005,1227.92
18/07/2005,1221.13
19/07/2005,1229.35
20/07/2005,1235.2
21/07/2005,1227.04
22/07/2005,1233.68
25/07/2005,1229.03
26/07/2005,1231.16
27/07/2005,1236.79
28/07/2005,1243.72
29/07/2005,1234.18
1/08/2005,1235.35
2/08/2005,1244.12
3/08/2005,1245.04
4/08/2005,1235.86
5/08/2005,1226.42
8/08/2005,1223.13
9/08/2005,1231.38
10/08/2005,1229.13
11/08/2005,1237.81
12/08/2005,1230.39
15/08/2005,1233.87
16/08/2005,1219.34
17/08/2005,1220.24
18/08/2005,1219.02
19/08/2005,1219.71
22/08/2005,1221.73
23/08/2005,1217.57
24/08/2005,1209.59
25/08/2005,1212.39
26/08/2005,1205.1
29/08/2005,1212.28
30/08/2005,1208.41
31/08/2005,1220.33
1/09/2005,1221.59
2/09/2005,1218.02
5/09/2005,1218.02
6/09/2005,1233.39
7/09/2005,1236.36
8/09/2005,1231.67
9/09/2005,1241.48
12/09/2005,1240.56
13/09/2005,1231.2
14/09/2005,1227.16
15/09/2005,1227.73
16/09/2005,1237.91
19/09/2005,1231.02
20/09/2005,1221.34
21/09/2005,1210.2
22/09/2005,1214.62
23/09/2005,1215.29
26/09/2005,1215.63
27/09/2005,1215.66
28/09/2005,1216.89
29/09/2005,1227.68
30/09/2005,1228.81
3/10/2005,1226.7
4/10/2005,1214.47
5/10/2005,1196.39
6/10/2005,1191.49
7/10/2005,1195.9
10/10/2005,1187.33
11/10/2005,1184.87
12/10/2005,1177.68
13/10/2005,1176.84
14/10/2005,1186.57
17/10/2005,1190.1
18/10/2005,1178.14
19/10/2005,1195.76
20/10/2005,1177.8
21/10/2005,1179.59
24/10/2005,1199.38
25/10/2005,1196.54
26/10/2005,1191.38
27/10/2005,1178.9
28/10/2005,1198.41
31/10/2005,1207.01
1/11/2005,1202.76
2/11/2005,1214.76
3/11/2005,1219.94
4/11/2005,1220.14
7/11/2005,1222.81
8/11/2005,1218.59
9/11/2005,1220.65
10/11/2005,1230.96
11/11/2005,1234.72
14/11/2005,1233.76
15/11/2005,1229.01
16/11/2005,1231.21
17/11/2005,1242.8
18/11/2005,1248.27
21/11/2005,1254.85
22/11/2005,1261.23
23/11/2005,1265.61
24/11/2005,1265.61
25/11/2005,1268.25
28/11/2005,1257.46
29/11/2005,1257.48
30/11/2005,1249.48
1/12/2005,1264.67
2/12/2005,1265.08
5/12/2005,1262.09
6/12/2005,1263.7
7/12/2005,1257.37
8/12/2005,1255.84
9/12/2005,1259.37
12/12/2005,1260.43
13/12/2005,1267.43
14/12/2005,1272.74
15/12/2005,1270.94
16/12/2005,1267.32
19/12/2005,1259.92
20/12/2005,1259.62
21/12/2005,1262.79
22/12/2005,1268.12
23/12/2005,1268.66
26/12/2005,1268.66
27/12/2005,1256.54
28/12/2005,1258.17
29/12/2005,1254.42
30/12/2005,1248.29
2/01/2006,1248.29
3/01/2006,1268.8
4/01/2006,1273.46
5/01/2006,1273.48
6/01/2006,1285.45
9/01/2006,1290.15
10/01/2006,1289.69
11/01/2006,1294.18
12/01/2006,1286.06
13/01/2006,1287.61
16/01/2006,1287.61
17/01/2006,1282.93
18/01/2006,1277.93
19/01/2006,1285.04
20/01/2006,1261.49
23/01/2006,1263.82
24/01/2006,1266.86
25/01/2006,1264.68
26/01/2006,1273.83
27/01/2006,1283.72
30/01/2006,1285.2
31/01/2006,1280.08
1/02/2006,1282.46
2/02/2006,1270.84
3/02/2006,1264.03
6/02/2006,1265.02
7/02/2006,1254.78
8/02/2006,1265.65
9/02/2006,1263.78
10/02/2006,1266.99
13/02/2006,1262.86
14/02/2006,1275.53
15/02/2006,1280
16/02/2006,1289.38
17/02/2006,1287.24
20/02/2006,1287.24
21/02/2006,1283.03
22/02/2006,1292.67
23/02/2006,1287.79
24/02/2006,1289.43
27/02/2006,1294.12
28/02/2006,1280.66
1/03/2006,1291.24
2/03/2006,1289.14
3/03/2006,1287.23
6/03/2006,1278.26
7/03/2006,1275.88
8/03/2006,1278.47
9/03/2006,1272.23
10/03/2006,1281.58
13/03/2006,1284.13
14/03/2006,1297.48
15/03/2006,1303.02
16/03/2006,1305.33
17/03/2006,1307.25
20/03/2006,1305.08
21/03/2006,1297.23
22/03/2006,1305.04
23/03/2006,1301.67
24/03/2006,1302.95
27/03/2006,1301.61
28/03/2006,1293.23
29/03/2006,1302.89
30/03/2006,1300.25
31/03/2006,1294.83
3/04/2006,1297.81
4/04/2006,1305.93
5/04/2006,1311.56
6/04/2006,1309.04
7/04/2006,1295.5
10/04/2006,1296.6
11/04/2006,1286.57
12/04/2006,1288.12
13/04/2006,1289.12
14/04/2006,1289.12
17/04/2006,1285.33
18/04/2006,1307.65
19/04/2006,1309.93
20/04/2006,1311.46
21/04/2006,1311.28
24/04/2006,1308.11
25/04/2006,1301.74
26/04/2006,1305.41
27/04/2006,1309.72
28/04/2006,1310.61
1/05/2006,1305.19
2/05/2006,1313.21
3/05/2006,1307.85
4/05/2006,1312.25
5/05/2006,1325.76
8/05/2006,1324.66
9/05/2006,1325.14
10/05/2006,1322.85
11/05/2006,1305.92
12/05/2006,1291.24
15/05/2006,1294.5
16/05/2006,1292.08
17/05/2006,1270.32
18/05/2006,1261.81
19/05/2006,1267.03
22/05/2006,1262.07
23/05/2006,1256.58
24/05/2006,1258.57
25/05/2006,1272.88
26/05/2006,1280.16
29/05/2006,1280.16
30/05/2006,1259.84
31/05/2006,1270.09
1/06/2006,1285.71
2/06/2006,1288.22
5/06/2006,1265.29
6/06/2006,1263.85
7/06/2006,1256.15
8/06/2006,1257.93
9/06/2006,1252.3
12/06/2006,1236.4
13/06/2006,1223.69
14/06/2006,1230.04
15/06/2006,1256.16
16/06/2006,1251.54
19/06/2006,1240.14
20/06/2006,1240.12
21/06/2006,1252.2
22/06/2006,1245.6
23/06/2006,1244.5
26/06/2006,1250.56
27/06/2006,1239.2
28/06/2006,1246
29/06/2006,1272.87
30/06/2006,1270.2
3/07/2006,1280.19
4/07/2006,1280.19
5/07/2006,1270.91
6/07/2006,1274.08
7/07/2006,1265.48
10/07/2006,1267.34
11/07/2006,1272.52
12/07/2006,1258.6
13/07/2006,1242.29
14/07/2006,1236.2
17/07/2006,1234.49
18/07/2006,1236.86
19/07/2006,1259.81
20/07/2006,1249.13
21/07/2006,1240.29
24/07/2006,1260.91
25/07/2006,1268.88
26/07/2006,1268.4
27/07/2006,1263.2
28/07/2006,1278.55
31/07/2006,1276.66
1/08/2006,1270.92
2/08/2006,1278.55
3/08/2006,1280.27
4/08/2006,1279.36
7/08/2006,1275.77
8/08/2006,1271.48
9/08/2006,1265.95
10/08/2006,1271.81
11/08/2006,1266.74
14/08/2006,1268.21
15/08/2006,1285.58
16/08/2006,1295.43
17/08/2006,1297.48
18/08/2006,1302.3
21/08/2006,1297.52
22/08/2006,1298.82
23/08/2006,1292.99
24/08/2006,1296.06
25/08/2006,1295.09
28/08/2006,1301.78
29/08/2006,1304.28
30/08/2006,1304.27
31/08/2006,1303.82
1/09/2006,1311.01
4/09/2006,1311.01
5/09/2006,1313.25
6/09/2006,1300.26
7/09/2006,1294.02
8/09/2006,1298.92
11/09/2006,1299.54
12/09/2006,1313.11
13/09/2006,1318.07
14/09/2006,1316.28
15/09/2006,1319.87
18/09/2006,1321.18
19/09/2006,1318.31
20/09/2006,1325.18
21/09/2006,1318.03
22/09/2006,1314.78
25/09/2006,1326.37
26/09/2006,1336.34
27/09/2006,1336.59
28/09/2006,1339.15
29/09/2006,1335.85
2/10/2006,1331.32
3/10/2006,1334.11
4/10/2006,1350.22
5/10/2006,1353.22
6/10/2006,1349.58
9/10/2006,1350.66
10/10/2006,1353.42
11/10/2006,1349.95
12/10/2006,1362.83
13/10/2006,1365.62
16/10/2006,1369.05
17/10/2006,1364.05
18/10/2006,1365.96
19/10/2006,1366.96
20/10/2006,1368.6
23/10/2006,1377.02
24/10/2006,1377.38
25/10/2006,1382.22
26/10/2006,1389.08
27/10/2006,1377.34
30/10/2006,1377.93
31/10/2006,1377.94
1/11/2006,1367.81
2/11/2006,1367.34
3/11/2006,1364.3
6/11/2006,1379.78
7/11/2006,1382.84
8/11/2006,1385.72
9/11/2006,1378.33
10/11/2006,1380.9
13/11/2006,1384.42
14/11/2006,1393.22
15/11/2006,1396.57
16/11/2006,1399.76
17/11/2006,1401.2
20/11/2006,1400.5
21/11/2006,1402.81
22/11/2006,1406.09
23/11/2006,1406.09
24/11/2006,1400.95
27/11/2006,1381.9
28/11/2006,1386.72
29/11/2006,1399.48
30/11/2006,1400.63
1/12/2006,1396.71
4/12/2006,1409.12
5/12/2006,1414.76
6/12/2006,1412.9
7/12/2006,1407.29
8/12/2006,1409.84
11/12/2006,1413.04
12/12/2006,1411.56
13/12/2006,1413.21
14/12/2006,1425.49
15/12/2006,1427.09
18/12/2006,1422.48
19/12/2006,1425.55
20/12/2006,1423.53
21/12/2006,1418.3
22/12/2006,1410.76
25/12/2006,1410.76
26/12/2006,1416.9
27/12/2006,1426.84
28/12/2006,1424.73
29/12/2006,1418.3
1/01/2007,1418.3
2/01/2007,1418.3
3/01/2007,1416.6
4/01/2007,1418.34
5/01/2007,1409.71
8/01/2007,1412.84
9/01/2007,1412.11
10/01/2007,1414.85
11/01/2007,1423.82
12/01/2007,1430.73
15/01/2007,1430.73
16/01/2007,1431.9
17/01/2007,1430.62
18/01/2007,1426.37
19/01/2007,1430.5
22/01/2007,1422.95
23/01/2007,1427.99
24/01/2007,1440.13
25/01/2007,1423.9
26/01/2007,1422.18
29/01/2007,1420.62
30/01/2007,1428.82
31/01/2007,1438.24
1/02/2007,1445.94
2/02/2007,1448.39
5/02/2007,1446.99
6/02/2007,1448
7/02/2007,1450.02
8/02/2007,1448.31
9/02/2007,1438.06
12/02/2007,1433.37
13/02/2007,1444.26
14/02/2007,1455.3
15/02/2007,1456.81
16/02/2007,1455.54
19/02/2007,1455.54
20/02/2007,1459.68
21/02/2007,1457.63
22/02/2007,1456.38
23/02/2007,1451.19
26/02/2007,1449.37
27/02/2007,1399.04
28/02/2007,1406.82
1/03/2007,1403.17
2/03/2007,1387.17
5/03/2007,1374.12
6/03/2007,1395.41
7/03/2007,1391.97
8/03/2007,1401.89
9/03/2007,1402.85
12/03/2007,1406.6
13/03/2007,1377.95
14/03/2007,1387.17
15/03/2007,1392.28
16/03/2007,1386.95
19/03/2007,1402.06
20/03/2007,1410.94
21/03/2007,1435.04
22/03/2007,1434.54
23/03/2007,1436.11
26/03/2007,1437.5
27/03/2007,1428.61
28/03/2007,1417.23
29/03/2007,1422.53
30/03/2007,1420.86
2/04/2007,1424.55
3/04/2007,1437.77
4/04/2007,1439.37
5/04/2007,1443.76
6/04/2007,1443.76
9/04/2007,1444.61
10/04/2007,1448.39
11/04/2007,1438.87
12/04/2007,1447.8
13/04/2007,1452.85
16/04/2007,1468.47
17/04/2007,1471.48
18/04/2007,1472.5
19/04/2007,1470.73
20/04/2007,1484.35
23/04/2007,1480.93
24/04/2007,1480.41
25/04/2007,1495.42
26/04/2007,1494.25
27/04/2007,1494.07
30/04/2007,1482.37
1/05/2007,1486.3
2/05/2007,1495.92
3/05/2007,1502.39
4/05/2007,1505.62
7/05/2007,1509.48
8/05/2007,1507.72
9/05/2007,1512.58
10/05/2007,1491.47
11/05/2007,1505.85
14/05/2007,1503.15
15/05/2007,1501.19
16/05/2007,1514.14
17/05/2007,1512.75
18/05/2007,1522.75
21/05/2007,1525.1
22/05/2007,1524.12
23/05/2007,1522.28
24/05/2007,1507.51
25/05/2007,1515.73
28/05/2007,1515.73
29/05/2007,1518.11
30/05/2007,1530.23
31/05/2007,1530.62
1/06/2007,1536.34
4/06/2007,1539.18
5/06/2007,1530.95
6/06/2007,1517.38
7/06/2007,1490.72
8/06/2007,1507.67
11/06/2007,1509.12
12/06/2007,1493
13/06/2007,1515.67
14/06/2007,1522.97
15/06/2007,1532.91
18/06/2007,1531.05
19/06/2007,1533.7
20/06/2007,1512.84
21/06/2007,1522.19
22/06/2007,1502.56
25/06/2007,1497.74
26/06/2007,1492.89
27/06/2007,1506.34
28/06/2007,1505.71
29/06/2007,1503.35
2/07/2007,1519.43
3/07/2007,1524.87
4/07/2007,1524.87
5/07/2007,1525.4
6/07/2007,1530.44
9/07/2007,1531.85
10/07/2007,1510.12
11/07/2007,1518.76
12/07/2007,1547.7
13/07/2007,1552.5
16/07/2007,1549.52
17/07/2007,1549.37
18/07/2007,1546.17
19/07/2007,1553.08
20/07/2007,1534.1
23/07/2007,1541.57
24/07/2007,1511.04
25/07/2007,1518.09
26/07/2007,1482.66
27/07/2007,1458.95
30/07/2007,1473.91
31/07/2007,1455.27
1/08/2007,1465.81
2/08/2007,1472.2
3/08/2007,1433.06
6/08/2007,1467.67
7/08/2007,1476.71
8/08/2007,1497.49
9/08/2007,1453.09
10/08/2007,1453.64
13/08/2007,1452.92
14/08/2007,1426.54
15/08/2007,1406.7
16/08/2007,1411.27
17/08/2007,1445.94
20/08/2007,1445.55
21/08/2007,1447.12
22/08/2007,1464.07
23/08/2007,1462.5
24/08/2007,1479.37
27/08/2007,1466.79
28/08/2007,1432.36
29/08/2007,1463.76
30/08/2007,1457.64
31/08/2007,1473.99
3/09/2007,1473.99
4/09/2007,1489.42
5/09/2007,1472.29
6/09/2007,1478.55
7/09/2007,1453.55
10/09/2007,1451.7
11/09/2007,1471.49
12/09/2007,1471.56
13/09/2007,1483.95
14/09/2007,1484.25
17/09/2007,1476.65
18/09/2007,1519.78
19/09/2007,1529.03
20/09/2007,1518.75
21/09/2007,1525.75
24/09/2007,1517.73
25/09/2007,1517.21
26/09/2007,1525.42
27/09/2007,1531.38
28/09/2007,1526.75
1/10/2007,1547.04
2/10/2007,1546.63
3/10/2007,1539.59
4/10/2007,1542.84
5/10/2007,1557.59
8/10/2007,1552.58
9/10/2007,1565.15
10/10/2007,1562.47
11/10/2007,1554.41
12/10/2007,1561.8
15/10/2007,1548.71
16/10/2007,1538.53
17/10/2007,1541.24
18/10/2007,1540.08
19/10/2007,1500.63
22/10/2007,1506.33
23/10/2007,1519.59
24/10/2007,1515.88
25/10/2007,1514.4
26/10/2007,1535.28
29/10/2007,1540.98
30/10/2007,1531.02
31/10/2007,1549.38
1/11/2007,1508.44
2/11/2007,1509.65
5/11/2007,1502.17
6/11/2007,1520.27
7/11/2007,1475.62
8/11/2007,1474.77
9/11/2007,1453.7
12/11/2007,1439.18
13/11/2007,1481.05
14/11/2007,1470.58
15/11/2007,1451.15
16/11/2007,1458.74
19/11/2007,1433.27
20/11/2007,1439.7
21/11/2007,1416.77
22/11/2007,1416.77
23/11/2007,1440.7
26/11/2007,1407.22
27/11/2007,1428.23
28/11/2007,1469.02
